10, 02, 88, 00, 10, 02, 88, 00, 22, 91, F0, 10, 00, 09, 00, 00, FF, FC, FF, FF, 00, 03, 00, 00, 06, 11, 00, 00, 02, BA, 00, 00, C1, 57, 00, 00, 01, 3E
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 10, DF, FF, F2, FF, FF, FF, BE, FF, FF, 00, 02, 00, 00, 05, D2, 00, 00, 02, F5, 00, 00, C1, 87, 00, 00, 01, FF
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 12, 6E, 8B, B9, 00, 02, 28, AB, FF, FF, 02, 91, 00, 02, CD, 71, 00, 82, 1D, BF, 00, 3A, 97, 9B, 0F, A2, 00, 32
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 13, FB, FF, FD, 00, 00, 00, 0A, 00, 00, 00, 23, 00, 00, 05, F7, 00, 00, 03, 61, 00, 00, C1, 82, 00, 00, 01, 28
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 15, 89, 59, 0F, FF, FF, EC, 59, 00, 00, 9B, 87, 00, 01, B7, 0A, 00, 7A, AF, AA, 00, 44, 1B, A0, 0F, A3, 00, FE
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 17, 18, 00, 3E, 00, 00, 00, 16, FF, FF, 00, 18, 00, 00, 06, 4B, 00, 00, 02, BE, 00, 00, C1, AC, 00, 00, 01, 65
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 18, A7, 0C, 1C, 00, 00, 77, A2, 00, 00, B6, 52, FF, FF, B8, E6, 00, 81, 86, D7, 00, 3B, 3F, 05, 0F, A6, 00, 03
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 1A, 36, FF, EE, FF, FF, 00, 36, 00, 00, 00, 0D, 00, 00, 05, E5, 00, 00, 03, 50, 00, 00, C1, 7D, 00, 00, 01, 47
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 1B, C4, 23, 03, 00, 00, 8A, 9E, FF, FD, 91, 84, 00, 00, 93, C4, 00, 75, 15, 32, 00, 3F, 5A, AD, 0F, A5, 00, 98
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 1D, 51, FF, F3, FF, FF, FF, F5, FF, FF, 00, 1E, FF, FF, 06, 43, 00, 00, 02, B8, 00, 00, C1, 72, 00, 00, 01, F0
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 1E, E0, 9A, 87, 00, 01, 79, 74, 00, 00, 19, 20, 00, 00, 12, A2, 00, 82, 3B, 65, 00, 3C, 1E, 53, 0F, 9A, 00, BF
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 20, 6D, 00, 08, 00, 00, FF, EA, FF, FF, 00, 1D, 00, 00, 05, E6, 00, 00, 03, 62, 00, 00, C1, 94, 00, 00, 01, 8C
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 21, FC, 09, E2, 00, 01, 13, 97, FF, FE, 18, 4E, 00, 01, C0, AE, 00, 75, ED, 23, 00, 3A, 7A, EF, 0F, A3, 00, AC
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 23, 89, 00, 0E, 00, 00, 00, 00, 00, 00, 00, 07, 00, 00, 06, 30, 00, 00, 03, 03, 00, 00, C1, 8E, 00, 00, 01, 9A
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 25, 18, BC, 12, FF, FE, 80, 70, 00, 00, 86, A7, 00, 01, 16, E2, 00, 81, 97, 3C, 00, 3E, A6, 40, 0F, 9E, 00, 90
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 26, A6, 00, 3E, 00, 00, 00, 20, 00, 00, 00, 1D, FF, FF, 06, 30, 00, 00, 03, 37, 00, 00, C1, CD, 00, 00, 01, 91
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 28, 35, 81, 08, 00, 01, 70, 98, 00, 00, 06, FE, 00, 02, 40, B7, 00, 78, 0E, 3B, 00, 36, 9B, 1E, 0F, A4, 00, 9C
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 29, C3, FF, F3, FF, FF, FF, FF, FF, FF, 00, 18, 00, 00, 06, 33, 00, 00, 02, F6, 00, 00, C1, 8D, 00, 00, 01, BD
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 2B, 52, 68, 4F, FF, FF, 7C, 06, FF, FF, 7C, 8A, 00, 00, 77, B3, 00, 81, 5F, 92, 00, 45, 57, 89, 0F, 9E, 00, 73
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 2C, E0, 00, 18, 00, 00, FF, FB, FF, FF, 00, 08, 00, 00, 06, 16, 00, 00, 03, 20, 00, 00, C1, D0, 00, 00, 01, 42
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 2E, 6D, 13, FF, 00, 01, 92, FF, FF, FF, 8E, 20, 00, 00, 32, CA, 00, 7B, 00, 00, 00, 34, 58, 67, 0F, A2, 00, 53
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 2F, FB, 00, 00, FF, FF, 00, 0B, 00, 00, FF, F6, 00, 00, 06, 69, 00, 00, 02, FE, 00, 00, C1, 57, 00, 00, 01, FD
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 31, 89, 37, 1B, FF, FF, 8A, 73, FF, FF, 16, 22, 00, 00, 49, 27, 00, 7B, 1D, 7F, 00, 49, 21, AE, 0F, A0, 00, D8
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 33, 17, 00, 02, 00, 00, 00, 00, FF, FF, FF, EC, FF, FF, 05, E5, 00, 00, 02, D2, 00, 00, C1, C3, 00, 00, 01, C3
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 34, A6, 2E, 5D, 00, 02, B0, 16, FF, FD, 94, 03, 00, 00, 21, 78, 00, 7E, 87, 1E, 00, 33, 77, 40, 0F, A4, 00, 66
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 36, 34, FF, CE, FF, FF, 00, 21, 00, 00, FF, E6, FF, FF, 06, 33, 00, 00, 03, 31, 00, 00, C1, 72, 00, 00, 01, 27
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 37, C2, BD, E0, FF, FE, CE, 6D, FF, FF, 15, 72, FF, FF, 61, 59, 00, 80, 17, 23, 00, 46, FA, 77, 0F, A3, 00, 7B
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 39, 50, 00, 13, 00, 00, FF, F0, 00, 00, FF, FC, FF, FF, 06, 09, 00, 00, 02, C0, 00, 00, C1, AA, 00, 00, 01, 0E
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 3A, DE, 88, 97, 00, 00, A6, 70, FF, FE, 0A, 6B, 00, 00, 78, 0C, 00, 7E, B8, D8, 00, 3A, D0, E4, 0F, A0, 00, 3B
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 3C, 6C, FF, C4, FF, FF, FF, EF, 00, 00, 00, 02, 00, 00, 05, F9, 00, 00, 03, 77, 00, 00, C1, 7D, 00, 00, 01, 5D
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 3D, FA, 9B, 07, FF, FF, 00, 00, 00, 00, 1E, D7, 00, 00, 8F, AA, 00, 00, 22, A2, 00, 43, D3, 45, 0F, A6, 00, 26
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 3F, 89, 00, 5E, 00, 00, FF, E9, FF, FF, 00, 13, 00, 00, 06, 53, 00, 00, 02, A5, 00, 00, C1, A9, 00, 00, 01, D7
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 41, 16, 56, A7, FF, FF, 8D, 0E, FF, FE, 86, 69, 00, 01, E2, 4A, 00, 7D, 00, 00, 00, 38, 53, 62, 0F, 9F, 00, 6B
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 42, A5, FF, E8, FF, FF, 00, 0B, 00, 00, 00, 2F, 00, 00, 05, EF, 00, 00, 03, 64, 00, 00, C1, 95, 00, 00, 01, 05
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 44, 33, 17, 6F, FF, FF, 8D, 6F, FF, FF, 9D, B7, FF, FF, 92, 67, 00, 79, 9D, 18, 00, 41, 00, 00, 0F, A9, 00, B4
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 45, C1, 00, 1F, 00, 00, FF, EA, FF, FF, FF, EB, 00, 00, 06, 1D, 00, 00, 02, D1, 00, 00, C1, 7F, 00, 00, 01, 7A
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 47, 4F, 9F, 69, 00, 01, 9F, 34, 00, 00, 79, D9, 00, 00, 63, 8E, 00, 7E, 3D, B9, 00, 39, 20, 03, 0F, 98, 00, 79
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 48, DE, FF, D2, FF, FF, FF, EF, 00, 00, 00, 00, 00, 00, 06, 25, 00, 00, 03, 9B, 00, 00, C1, 98, 00, 00, 01, 53
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 4A, 6C, B0, 8C, 00, 00, 02, 92, FF, FD, B4, 23, FF, FE, 6E, 4A, 00, 79, AC, F8, 00, 3C, 6C, 0E, 0F, A4, 00, E1
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 4B, FB, 00, 2D, 00, 00, FF, E6, FF, FF, 00, 17, 00, 00, 06, 24, 00, 00, 02, 9F, 00, 00, C1, 73, 00, 00, 01, BA
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 4D, 8A, 34, E9, FF, FF, 18, BB, FF, FE, 1F, E2, 00, 00, 12, E5, 00, 7B, DE, 83, 00, 40, 69, 33, 0F, 9E, 00, 6C
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 4F, 18, FF, E3, FF, FF, 00, 22, 00, 00, 00, 18, 00, 00, 05, E1, 00, 00, 03, 3A, 00, 00, C1, E1, 00, 00, 01, 94
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 50, A6, 14, 34, 00, 02, B3, 63, FF, FD, 9F, EE, FF, FF, 56, 23, 00, 81, 10, 3D, 00, 39, 29, 68, 0F, A7, 00, F1
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 52, 35, 00, 08, FF, FF, 00, 0B, FF, FF, FF, DB, 00, 00, 06, 78, 00, 00, 02, E2, 00, 00, C1, 81, 00, 00, 01, 62
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 53, C4, 11, A3, 00, 00, 91, 4E, 00, 00, 97, E0, FF, FE, 17, 1E, 00, 76, 27, 32, 00, 45, 0E, 4F, 0F, 9C, 00, BC
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 55, 53, 00, 0E, FF, FF, 00, 00, FF, FF, 00, 19, 00, 00, 05, EA, 00, 00, 03, 16, 00, 00, C1, C7, 00, 00, 01, A9
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 56, E1, B0, E2, 00, 00, 0F, 97, FF, FF, 89, B2, 00, 02, 9A, A5, 00, 80, 27, 81, 00, 39, E5, C1, 0F, A1, 00, ED
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 58, 70, 00, 23, 00, 00, 00, 16, 00, 00, 00, 22, 00, 00, 06, 70, 00, 00, 02, EA, 00, 00, C1, 56, 00, 00, 01, EA
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 59, FE, 25, 8E, 00, 00, 87, CB, 00, 00, 08, AA, 00, 00, E2, FA, 00, 79, 4E, CE, 00, 00, B2, 81, 0F, 9E, 00, AC
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 5B, 8C, 00, 23, 00, 00, FF, EA, FF, FF, FF, E7, 00, 00, 05, AD, 00, 00, 03, 06, 00, 00, C1, AE, 00, 00, 01, 4F
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 5D, 1A, CA, 04, 00, 00, EB, 26, FF, FF, 0B, FE, 00, 01, 47, 91, 00, 7F, D9, 0E, 00, 00, 85, 46, 0F, A6, 00, 69
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 5E, A8, 00, 13, FF, FF, 00, 1B, 00, 00, 00, 0D, 00, 00, 06, 05, 00, 00, 03, 17, 00, 00, C1, 63, 00, 00, 01, D6
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 60, 35, C2, E6, FF, FE, 00, 00, 00, 01, 18, 7F, 00, 01, AC, 09, 00, 78, 2D, 90, 00, 45, C5, 12, 0F, 9F, 00, D4
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 61, C4, 00, 19, 00, 00, 00, 00, 00, 00, 00, 08, 00, 00, 06, 1E, 00, 00, 02, D4, 00, 00, C1, 88, 00, 00, 01, D7
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 63, 53, 1D, F6, FF, FF, F9, 74, FF, FE, 1A, 20, 00, 00, 26, 97, 00, 83, 4E, CF, 00, 3F, A0, 56, 0F, 9F, 00, F8
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 64, E2, FF, F3, FF, FF, 00, 05, 00, 00, 00, 0C, 00, 00, 06, 02, 00, 00, 03, 6F, 00, 00, C1, 92, 00, 00, 01, 62
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 66, 70, B6, 79, FF, FE, 65, 60, 00, 00, 95, 9F, FF, FF, 7A, 93, 00, 7A, 92, B2, 00, 44, A1, F2, 0F, A5, 00, 9C
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 67, FF, 00, 04, 00, 00, 00, 11, FF, FF, FF, FC, FF, FF, 06, 3A, 00, 00, 02, B5, 00, 00, C1, 9A, 00, 00, 01, 12
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 69, 8D, 00, 00, 00, 00, 81, C8, FF, FF, 0D, 64, 00, 01, 2A, A9, 00, 84, DD, 01, 00, 3E, 38, F7, 0F, A0, 00, 4D
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 6B, 1C, FF, F3, FF, FF, 00, 1C, 00, 00, FF, DB, FF, FF, 06, 06, 00, 00, 03, 44, 00, 00, C1, A3, 00, 00, 01, 70
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 6C, AB, 70, 30, 00, 01, 17, C3, FF, FE, 8F, 6F, 00, 01, 3F, 6A, 00, 76, 19, 3C, 00, 3B, A9, 21, 0F, A4, 00, 07
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 6E, 39, 00, 18, FF, FF, FF, EA, FF, FF, FF, F7, FF, FF, 06, 2F, 00, 00, 02, F3, 00, 00, C1, 83, 00, 00, 01, 54
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 6F, C8, 8D, 8F, FF, FF, 00, 00, 00, 00, 87, 83, 00, 00, 0D, 86, 00, 80, D9, F8, 00, 3E, D0, 42, 0F, 9C, 00, 87
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 71, 56, 00, 0F, FF, FF, 00, 00, 00, 00, 00, 01, 00, 00, 06, 0A, 00, 00, 03, 3F, 00, 00, C1, C1, 00, 00, 01, F7
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 72, E3, F8, 19, 00, 01, 7F, 71, 00, 00, 96, AE, FF, FE, 5D, C9, 00, 78, 71, CB, 00, 39, 5C, 1B, 0F, 9F, 00, 1D
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 74, 71, 00, 39, 00, 00, FF, F5, FF, FF, 00, 02, FF, FF, 06, 17, 00, 00, 02, C1, 00, 00, C1, 7D, 00, 00, 01, 7C
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 75, FF, 54, CD, FF, FD, 08, EE, 00, 00, 94, B9, 00, 00, 3F, 69, 00, 7F, 22, 31, 00, 44, E6, 60, 0F, 9D, 00, D1
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 77, 8E, 00, 08, FF, FF, 00, 1B, 00, 00, 00, 08, 00, 00, 06, 10, 00, 00, 02, FD, 00, 00, C1, F0, 00, 00, 01, 42
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 79, 1C, D0, 93, 00, 01, 9F, E9, FF, FF, 88, 6D, 00, 00, AD, BF, 00, 7F, 1C, 65, 00, 35, A6, 9D, 0F, A4, 00, 58
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 7A, A9, FF, F8, FF, FF, FF, EB, FF, FF, FF, D4, 00, 00, 06, 33, 00, 00, 03, 27, 00, 00, C1, 77, 00, 00, 01, BC
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 7C, 36, CA, CF, FF, FE, 80, 3C, 00, 01, 9B, 8F, FF, FE, 7A, C3, 00, 7C, 2B, 3E, 00, 46, 77, 5F, 0F, 9F, 00, 65
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 7D, C4, 00, 1E, 00, 00, FF, DE, FF, FF, 00, 08, 00, 00, 05, D4, 00, 00, 03, 07, 00, 00, C1, B6, 00, 00, 01, EA
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 7F, 53, F8, 7F, 00, 02, 70, 33, FF, FF, A4, FD, 00, 00, FE, F9, 00, 79, 64, 15, 00, 36, 46, 01, 0F, A2, 00, F1
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 80, E2, FF, F8, FF, FF, 00, 00, 00, 00, 00, 07, 00, 00, 06, 22, 00, 00, 03, 63, 00, 00, 00, 00, 00, 00, 01, 3A
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 82, 6F, 29, F7, FF, FE, 82, 89, 00, 01, 0A, 6E, 00, 00, 84, 72, 00, 7C, A6, DE, 00, 44, 79, 75, 0F, A4, 00, BA
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 83, FD, 00, 29, 00, 00, FF, F6, 00, 00, FF, FC, 00, 00, 06, 00, 00, 00, 02, F3, 00, 00, C1, C9, 00, 00, 01, 6C
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 85, 8C, 9C, 98, FF, FF, E6, 8F, 00, 00, 17, 39, FF, FE, 9F, DC, 00, 7C, C3, 98, 00, 38, A7, DF, 0F, A2, 00, 13
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 87, 1A, FF, F3, FF, FF, FF, EA, FF, FF, 00, 0D, FF, FF, 05, EE, 00, 00, 03, 86, 00, 00, C1, 75, 00, 00, 01, 83
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 88, A8, 77, 84, 00, 00, 87, 1D, FF, FC, 20, B1, 00, 00, 8C, 17, 00, 7F, 00, 00, 00, 44, 55, 77, 0F, A9, 00, D2
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 8A, 37, 00, 18, 00, 00, 00, 1A, 00, 00, FF, EB, FF, FF, 06, 1A, 00, 00, 02, 96, 00, 00, C1, CF, 00, 00, 01, 71
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 8B, C5, 3C, 8B, 00, 01, EA, 0E, 00, 02, 03, 7A, FF, FE, D3, DD, 00, 7E, 9C, F9, 00, 35, 3E, EE, 0F, 9D, 00, A9
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 8D, 54, FF, A2, FF, FF, FF, FB, FF, FF, 00, 08, 00, 00, 05, EA, 00, 00, 03, 84, 00, 00, C1, 53, 00, 00, 01, 58
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 8E, E3, 0D, D4, 00, 00, 76, 7F, FF, FF, 81, 13, 00, 02, 60, 9F, 00, 7C, EA, FC, 00, 42, 4F, 8B, 0F, A6, 00, 5A
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 90, 71, 00, 24, 00, 00, 00, 00, FF, FF, 00, 07, FF, FF, 00, 00, 00, 00, 02, B0, 00, 00, C1, 99, 00, 00, 01, 82
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 92, 00, E8, E4, FF, FE, FE, 2E, 00, 00, 91, B5, FF, FF, E7, C7, 00, 82, 63, 1D, 00, 3A, 05, 40, 0F, 9D, 00, F3
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 93, 8E, FF, DE, FF, FF, FF, E4, FF, FF, FF, FC, 00, 00, 05, F4, 00, 00, 03, 6F, 00, 00, C1, D1, 00, 00, 01, 23
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 95, 1D, C7, 5A, FF, FE, 9B, 8A, FF, FF, 00, 00, FF, FE, 07, FA, 00, 7D, D0, 6C, 00, 40, 31, 24, 0F, A2, 00, 3D
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 96, AC, FF, ED, 00, 00, 00, 0C, 00, 00, FF, FC, FF, FF, 06, 42, 00, 00, 02, D3, 00, 00, C1, A0, 00, 00, 01, FF
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 98, 3A, 96, B4, 00, 01, 8E, 5C, 00, 00, 88, 89, 00, 00, 3A, 09, 00, 7D, FE, BF, 00, 3D, 79, 4F, 0F, 99, 00, 8F
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 99, C8, FF, F4, FF, FF, FF, E5, FF, FF, 00, 08, FF, FF, 05, FA, 00, 00, 03, 6C, 00, 00, C1, D7, 00, 00, 01, 8E
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 9B, 57, 86, 17, 00, 01, 98, 15, 00, 00, 9A, EB, FF, FF, 7C, 9D, 00, 7F, 2C, A5, 00, 3D, 3B, 16, 0F, A6, 00, B9
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 9C, E4, 00, 29, 00, 00, 00, 1B, 00, 00, FF, F7, FF, FF, 06, 4F, 00, 00, 02, EA, 00, 00, C1, 85, 00, 00, 01, 8D
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 9E, 72, FB, 59, FF, FC, 0D, 4E, FF, FF, 0F, 62, 00, 01, AF, 46, 00, 7F, BB, 16, 00, 43, 14, 2D, 0F, 9A, 00, E9
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, A0, 00, 00, 49, 00, 00, FF, EA, FF, FF, 00, 18, FF, FF, 05, DD, 00, 00, 02, C0, 00, 00, C2, 21, 00, 00, 01, BB
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, A1, 8E, 1E, A6, 00, 01, 19, C8, FF, FF, 90, 40, 00, 01, D2, 1C, 00, 81, E1, F1, 00, 3A, EE, DA, 0F, A1, 00, E4
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, A3, 1D, FF, DE, 00, 00, FF, FB, FF, FF, FF, FC, 00, 00, 06, 31, 00, 00, 02, F9, 00, 00, C1, 79, 00, 00, 01, 4A
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, A4, AA, 5D, 42, FF, FE, 78, B7, 00, 00, 22, 49, 00, 00, 4A, A6, 00, 77, BC, DF, 00, 40, 5C, C1, 0F, 9D, 00, DC
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, A6, 39, FF, EE, 00, 00, FF, EF, FF, FF, FF, F1, FF, FF, 05, CF, 00, 00, 02, FE, 00, 00, C1, BB, 00, 00, 01, 44
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, A7, C6, 16, A0, 00, 02, 1D, 6A, FF, FE, 92, D9, FF, FF, D4, E7, 00, 80, 7F, 63, 00, 38, B1, 21, 0F, A6, 00, 3B
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, A9, 55, 00, 14, 00, 00, 00, 31, 00, 00, 00, 00, FF, FF, 06, 1D, 00, 00, 03, 61, 00, 00, C1, 46, 00, 00, 01, 1D
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, AA, E3, 5B, A3, FF, FE, AD, 44, FF, FF, 1F, 4E, FF, FF, 21, F6, 00, 00, 3A, 73, 00, 43, A8, 88, 0F, A1, 00, 16
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, AC, 70, 00, 08, FF, FF, FF, DE, FF, FF, 00, 13, 00, 00, 06, 04, 00, 00, 02, D1, 00, 00, C1, D1, 00, 00, 01, CD
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, AD, FD, 04, 41, 00, 01, EA, F2, 00, 01, 97, 74, 00, 00, BD, 33, 00, 82, 97, FF, 00, 3D, 58, A1, 0F, A3, 00, 15
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, AF, 8C, FF, E3, 00, 00, 00, 0B, 00, 00, 00, 02, 00, 00, 05, D3, 00, 00, 03, 74, 00, 00, C1, BB, 00, 00, 01, 43
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, B1, 1B, 63, 0C, 00, 00, A7, 54, FF, FF, 90, D9, 00, 00, FC, F4, 00, 7C, C9, 90, 00, 3E, 3E, 26, 0F, A4, 00, 04
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, B2, A9, FF, FE, 00, 00, 00, 16, FF, FF, FF, EC, FF, FF, 06, 21, 00, 00, 02, D9, 00, 00, C1, C7, 00, 00, 01, 2D
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, B4, 37, 3B, 8E, 00, 00, 0C, 66, FF, FE, A3, 4D, 00, 01, BF, FC, 00, 82, D5, 3C, 00, 3D, CE, CE, 0F, 9E, 00, 35
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, B5, C6, FF, FD, FF, FF, 00, 2C, 00, 00, 00, 0D, 00, 00, 05, F3, 00, 00, 03, 47, 00, 00, C1, 7E, 00, 00, 01, 7D
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, B7, 53, 3D, BA, 00, 01, 08, 5E, FF, FF, 22, 94, FF, FF, 28, 86, 00, 7A, A7, 18, 00, 3D, 58, 58, 0F, A4, 00, EE
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, B8, E2, FF, F3, 00, 00, FF, E0, FF, FF, FF, FC, 00, 00, 06, 20, 00, 00, 02, FA, 00, 00, C1, 9B, 00, 00, 01, 30
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, BA, 70, F5, 4E, 00, 00, 65, A1, 00, 00, 84, FC, 00, 00, 4E, B4, 00, 85, 47, B9, 00, 3D, E5, AA, 0F, A1, 00, 43
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, BB, FE, FF, EF, FF, FF, FF, FB, 00, 00, FF, FC, FF, FF, 06, 5E, 00, 00, 03, 41, 00, 00, C1, E5, 00, 00, 01, 34
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, BD, 8C, 1A, B0, FF, FF, 93, 75, FF, FF, 9D, EB, FF, FE, 82, 8A, 00, 73, FD, 71, 00, 3F, 88, 6B, 0F, A1, 00, B8
